message,intent
Peux-tu me faire un quizz sur la Guerre du Mali ?,quizz
Peux-tu me faire un quizz sur la Guerre d'Espagne ?,quizz
Quels pays étaient impliqués dans la Guerre du Golfe ?,recherche
Je veux un résumé sur la Guerre civile chinoise,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais un quiz sur la Guerre du Tigré,quizz
Je veux un résumé sur la Guerre d'Indépendance des États-Unis,résumé
Je veux une fiche de révision sur la Guerre du Mali,résumé
Quelles sont les causes de la Guerre civile russe ?,recherche
Quels sont les événements de la Guerre d'Irak ?,recherche
Explique-moi en bref la Guerre de Corée,résumé
Pose-moi des questions sur la Guerre de Succession de Pologne,quizz
Fais-moi une synthèse sur la Guerre de Succession de Pologne,résumé
Explique-moi en bref la Guerre du Tigré,résumé
Affiche-moi les réponses du test,quizz_reponses
Je veux une fiche de révision sur la Guerre civile mozambicaine,résumé
J’aimerais un quiz sur la Guerre de la Quadruple-Alliance,quizz
Donne-moi un résumé de la Guerre d'Indépendance des États-Unis,résumé
Quels sont les événements de la Guerre civile sud-soudanaise ?,recherche
Je veux un quizz sur la Guerre d'indépendance grecque,quizz
Affiche-moi les réponses du test,quizz_reponses
Raconte-moi une anecdote sur la Guerre d'Espagne,recherche
Fais-moi une synthèse sur la Guerre de Crimée,résumé
Je veux un résumé sur la Guerre de Succession de Pologne,résumé
Quels sont les faits marquants de la Guerre de Bosnie ?,recherche
Quels sont les faits historiques les plus importants de la Guerre des Boers ?,recherche
Raconte-moi en quelques phrases la Guerre de Dévolution,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Génère un quizz sur la Guerre d'indépendance grecque,quizz
Je veux un quizz sur la Guerre civile syrienne,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre civile centrafricaine,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Quand a commencé la Guerre de Trente Ans ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Test mes connaissances sur la Guerre d'Espagne,quizz
Quels sont les faits historiques les plus importants de la Guerre civile yéménite ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Quels sont les événements de la Guerre de Corée ?,recherche
Je veux un résumé sur la Guerre du Vietnam,résumé
Je veux une fiche de révision sur la Guerre du Haut-Karabagh,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les événements clés de la Guerre civile sud-soudanaise ?,recherche
J’aimerais un quiz sur la Guerre du Donbass,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Pose-moi des questions sur la Guerre du Tigré,quizz
Explique-moi en bref la Guerre du Kosovo,résumé
Pose-moi des questions sur la Guerre de Succession d'Autriche,quizz
Test mes connaissances sur la Guerre du Yom Kippour,quizz
Quels sont les événements clés de la Guerre de 1812 ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Je veux une fiche de révision sur la Guerre du Vietnam,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me faire un quizz sur la Guerre de Sept Ans ?,quizz
Raconte-moi en quelques phrases la Guerre d'Espagne,résumé
Raconte-moi une anecdote sur la Guerre civile centrafricaine,recherche
Test mes connaissances sur Première la Guerre mondiale,quizz
Génère un quizz sur la Guerre du Tigré,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Raconte-moi en quelques phrases la Guerre de Bosnie,résumé
Quels sont les personnages célèbres de la Guerre franco-prussienne ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Fais-moi une synthèse sur la Guerre civile centrafricaine,résumé
Je veux une fiche de révision sur la Guerre d'indépendance grecque,résumé
Que s’est-il passé en la Guerre de la Quadruple-Alliance ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Raconte-moi une anecdote sur la Guerre d'indépendance irlandaise,recherche
Fais-moi un exposé sur un grand personnage de les Guerres napoléoniennes,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Pose-moi des questions sur la Guerre du Tigré,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi des informations sur la Guerre du Darfour,recherche
Test mes connaissances sur la Guerre des Boers,quizz
Peux-tu me parler d’un événement marquant de la Guerre de Hollande ?,recherche
Fais-moi un quizz sur la Guerre de la Ligue de Cambrai,quizz
Fais-moi une synthèse sur la Guerre civile angolaise,résumé
Donne-moi des informations sur la Guerre franco-prussienne,recherche
Quels sont les événements de la Guerre de Sept Ans ?,recherche
Génère un quizz sur la Guerre de la Ligue d'Augsbourg,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Parle-moi de la Guerre de la Ligue d'Augsbourg,recherche
Fais-moi un résumé sur la Guerre de Corée,résumé
Pose-moi des questions sur la Guerre de Bosnie,quizz
Quelles sont les causes de la Guerre du Vietnam ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Je veux un résumé sur la Guerre de Dévolution,résumé
J’aimerais un quiz sur la Guerre de Dévolution,quizz
Raconte-moi en quelques phrases la Guerre civile centrafricaine,résumé
Quels sont les événements clés de la Guerre d'Espagne ?,recherche
Explique-moi en bref la Guerre d'Afghanistan,résumé
Je veux une fiche de révision sur la Guerre du Donbass,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quels sont les conflits les plus meurtriers de les Guerres de la Révolution française ?,recherche
Explique-moi en bref la Guerre du Golfe,résumé
Je veux un résumé sur Première la Guerre mondiale,résumé
Fais-moi une synthèse sur la Guerre de Corée,résumé
Peux-tu me faire un quizz sur la Guerre du Golfe ?,quizz
Quels sont les faits historiques les plus importants de la Guerre d'Espagne ?,recherche
Fais-moi une synthèse sur la Guerre de Bosnie,résumé
Je veux un résumé sur la Guerre de Succession d'Autriche,résumé
Fais-moi un quizz sur la Guerre de la Quadruple-Alliance,quizz
Je veux une fiche de révision sur la Guerre civile éthiopienne,résumé
Affiche-moi les réponses du test,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi un résumé de la Guerre de Succession de Pologne,résumé
Raconte-moi en quelques phrases la Guerre d'Irak,résumé
Affiche-moi les réponses du test,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quelles sont les causes de la Guerre civile chinoise ?,recherche
Dis-moi tout ce que tu sais sur la Guerre de Succession d'Autriche,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Dis-moi tout ce que tu sais sur la Guerre de Corée,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
J’aimerais apprendre plus sur la Guerre franco-prussienne,recherche
Test mes connaissances sur la Guerre d'Algérie,quizz
Quels pays étaient impliqués dans la Guerre civile sud-soudanaise ?,recherche
Fais-moi une synthèse sur la Guerre civile libérienne,résumé
Fais-moi un résumé sur la Guerre du Golfe,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Raconte-moi l'histoire de la Guerre de 1812,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Peux-tu me faire un quizz sur la Guerre civile sud-soudanaise ?,quizz
J’aimerais apprendre plus sur la Guerre de Succession de Pologne,recherche
Fais-moi une synthèse sur la Guerre du Donbass,résumé
Quels sont les personnages célèbres de la Guerre de Succession d'Autriche ?,recherche
Explique-moi la Guerre de Sept Ans,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Pose-moi des questions sur la Guerre du Donbass,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Quels sont les faits marquants de la Guerre d'Indépendance des États-Unis ?,recherche
Test mes connaissances sur la Guerre de Sécession,quizz
Explique-moi une bataille célèbre liée à les Guerres de la Révolution française,recherche
Peux-tu me faire un quizz sur la Guerre civile chinoise ?,quizz
Quels sont les faits historiques les plus importants de la Guerre civile russe ?,recherche
Quels sont les événements majeurs de la Guerre civile libyenne ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Génère un quizz sur la Guerre de la Ligue d'Augsbourg,quizz
Peux-tu me parler d’un événement marquant de la Guerre d'Indépendance des États-Unis ?,recherche
Génère un quizz sur la Guerre de Succession d'Espagne,quizz
Donne-moi un résumé de la Guerre civile centrafricaine,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Raconte-moi l'histoire de la Guerre du Haut-Karabagh,recherche
Dis-moi tout ce que tu sais sur la Guerre de la Quadruple-Alliance,recherche
J’aimerais un quiz sur la Guerre de Corée,quizz
Fais-moi un quizz sur la Guerre d'Afghanistan,quizz
Je veux un quizz sur la Guerre du Kosovo,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Raconte-moi l'histoire de la Guerre civile sierra-léonaise,recherche
J’aimerais un quiz sur la Guerre du Golfe,quizz
Je veux un résumé sur la Guerre d'Irak,résumé
Fais-moi un quizz sur la Guerre civile russe,quizz
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Explique-moi ce qu'était la Guerre civile chinoise,recherche
Fais-moi un résumé sur la Guerre de Dévolution,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre de Succession de Pologne,résumé
Donne-moi un résumé de la Guerre de Crimée,résumé
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un quizz sur la Guerre du Yom Kippour,quizz
J’aimerais un quiz sur la Guerre d'Espagne,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Raconte-moi en quelques phrases la Guerre de Succession d'Autriche,résumé
Pose-moi des questions sur la Guerre de Succession d'Espagne,quizz
Peux-tu me faire un quizz sur la Guerre de Crimée ?,quizz
Quels sont les événements majeurs de la Guerre civile chinoise ?,recherche
Peux-tu me parler d’un événement marquant de les Guerres napoléoniennes ?,recherche
Quels sont les événements de la Guerre d'indépendance irlandaise ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Raconte-moi l'histoire de la Guerre d'Algérie,recherche
Donne-moi un résumé de la Guerre civile sud-soudanaise,résumé
Peux-tu me faire un quizz sur la Guerre de Hollande ?,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Explique-moi en bref la Guerre du Donbass,résumé
Raconte-moi en quelques phrases la Guerre du Yom Kippour,résumé
Génère un quizz sur la Guerre de Bosnie,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quels sont les personnages célèbres de la Guerre civile libyenne ?,recherche
Raconte-moi l'histoire de la Guerre civile yéménite,recherche
Peux-tu me faire un quizz sur la Guerre du Tigré ?,quizz
Fais-moi un résumé sur la Guerre du Vietnam,résumé
Peux-tu me faire un quizz sur la Guerre de Succession d'Autriche ?,quizz
Explique-moi en bref la Guerre de la Ligue d'Augsbourg,résumé
Parle-moi de la Guerre civile syrienne,recherche
Quand a commencé la Guerre d'indépendance grecque ?,recherche
Quels sont les personnages célèbres de la Guerre du Haut-Karabagh ?,recherche
Quels sont les empires ayant existé en la Guerre de Corée ?,recherche
Fais-moi une synthèse sur les Guerres de la Révolution française,résumé
Affiche-moi les réponses du test,quizz_reponses
Pose-moi des questions sur la Guerre civile libyenne,quizz
Je veux un quizz sur la Guerre de Succession de Pologne,quizz
Quels sont les faits historiques les plus importants de la Guerre civile libérienne ?,recherche
Raconte-moi en quelques phrases la Guerre du Tigré,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux un quizz sur la Guerre de Bosnie,quizz
Donne-moi un résumé de la Guerre civile libyenne,résumé
Donne-moi un résumé de la Guerre civile russe,résumé
Quels sont les faits marquants de la Guerre de Corée ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi une synthèse sur la Guerre civile angolaise,résumé
Explique-moi en bref la Guerre civile angolaise,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre civile russe,résumé
Je veux un quizz sur la Guerre d'Espagne,quizz
Je veux un quizz sur la Guerre d'Irak,quizz
Je veux un quizz sur la Guerre du Mali,quizz
Fais-moi un quizz sur la Guerre de Succession d'Espagne,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Pose-moi des questions sur les Guerres napoléoniennes,quizz
Je veux un résumé sur Première la Guerre mondiale,résumé
Affiche-moi les réponses du test,quizz_reponses
Explique-moi en bref la Guerre d'Afghanistan,résumé
Je veux un résumé sur la Guerre de la Quadruple-Alliance,résumé
Je veux une fiche de révision sur la Guerre civile mozambicaine,résumé
Génère un quizz sur la Guerre du Vietnam,quizz
Quels sont les empires ayant existé en la Guerre de la Quadruple-Alliance ?,recherche
Je veux une fiche de révision sur la Guerre de Corée,résumé
Pose-moi des questions sur la Guerre de Hollande,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi une synthèse sur la Guerre civile libyenne,résumé
Je veux une fiche de révision sur la Guerre de Bosnie,résumé
Quels sont les personnages célèbres de la Guerre de Succession d'Espagne ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me faire un quizz sur la Guerre civile sud-soudanaise ?,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les faits marquants de Seconde Guerre mondiale ?,recherche
Raconte-moi en quelques phrases la Guerre de Trente Ans,résumé
Pose-moi des questions sur la Guerre de Bosnie,quizz
Raconte-moi en quelques phrases la Guerre du Yom Kippour,résumé
Pose-moi des questions sur la Guerre civile syrienne,quizz
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Explique-moi en bref la Guerre de Succession de Pologne,résumé
Quelles sont les causes de la Guerre civile yéménite ?,recherche
Donne-moi des informations sur la Guerre de Dévolution,recherche
Affiche-moi les réponses du test,quizz_reponses
Je veux un quizz sur la Guerre civile yéménite,quizz
J’aimerais un quiz sur la Guerre de Crimée,quizz
Peux-tu me parler d’un événement marquant de la Guerre de Dévolution ?,recherche
Je veux une fiche de révision sur la Guerre d'Espagne,résumé
Raconte-moi l'histoire de la Guerre civile libyenne,recherche
Génère un quizz sur la Guerre de 1812,quizz
Quels sont les empires ayant existé en la Guerre de Hollande ?,recherche
Fais-moi une synthèse sur la Guerre d'Algérie,résumé
Affiche-moi les réponses du test,quizz_reponses
J’aimerais un quiz sur la Guerre de Succession de Pologne,quizz
Que s’est-il passé en la Guerre civile centrafricaine ?,recherche
Donne-moi des informations sur la Guerre du Darfour,recherche
Explique-moi la Guerre de Succession de Pologne,recherche
Quand a eu lieu la Guerre civile russe ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi un résumé de la Guerre civile russe,résumé
Peux-tu me parler d’un événement marquant de les Guerres de la Révolution française ?,recherche
Quels sont les événements clés de la Guerre de 1812 ?,recherche
Fais-moi une synthèse sur la Guerre civile libérienne,résumé
Donne-moi un résumé de la Guerre civile libérienne,résumé
Fais-moi un résumé sur la Guerre civile yéménite,résumé
Quand a eu lieu la Guerre de 1812 ?,recherche
Explique-moi en bref la Guerre civile éthiopienne,résumé
Fais-moi un résumé sur la Guerre civile angolaise,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Raconte-moi en quelques phrases la Guerre d'Afghanistan,résumé
J’aimerais un quiz sur la Guerre civile angolaise,quizz
Génère un quizz sur la Guerre du Donbass,quizz
Raconte-moi l'histoire de la Guerre civile chinoise,recherche
Je veux une fiche de révision sur la Guerre civile syrienne,résumé
Test mes connaissances sur la Guerre du Donbass,quizz
Affiche-moi les réponses du test,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Quels sont les événements clés de la Guerre du Yom Kippour ?,recherche
Je veux une fiche de révision sur la Guerre du Darfour,résumé
Quels sont les faits marquants de les Guerres de la Révolution française ?,recherche
Peux-tu me faire un quizz sur la Guerre du Yom Kippour ?,quizz
Affiche-moi les réponses du test,quizz_reponses
Quand a commencé les Guerres de la Révolution française ?,recherche
Raconte-moi en quelques phrases la Guerre de Succession d'Espagne,résumé
Raconte-moi en quelques phrases la Guerre du Kosovo,résumé
Donne-moi un résumé de la Guerre de la Quadruple-Alliance,résumé
Explique-moi la Guerre de Bosnie,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Pose-moi des questions sur la Guerre civile libyenne,quizz
Peux-tu me faire un quizz sur la Guerre civile éthiopienne ?,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les faits historiques les plus importants de la Guerre civile centrafricaine ?,recherche
Quels sont les conflits les plus meurtriers de la Guerre civile angolaise ?,recherche
Affiche-moi les réponses du test,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi un résumé sur la Guerre d'indépendance irlandaise,résumé
Je veux un quizz sur la Guerre civile angolaise,quizz
Quelles sont les causes de la Guerre de Corée ?,recherche
Fais-moi un quizz sur la Guerre du Darfour,quizz
Fais-moi une synthèse sur la Guerre du Darfour,résumé
Je veux une fiche de révision sur la Guerre civile sierra-léonaise,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Explique-moi en bref la Guerre civile syrienne,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Peux-tu me faire un quizz sur la Guerre de Crimée ?,quizz
Explique-moi une bataille célèbre liée à la Guerre d'Indépendance des États-Unis,recherche
J’aimerais un quiz sur la Guerre civile sierra-léonaise,quizz
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un résumé sur la Guerre du Mali,résumé
Raconte-moi une anecdote sur la Guerre de Succession de Pologne,recherche
Explique-moi en bref la Guerre de la Ligue d'Augsbourg,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux un quizz sur la Guerre de Trente Ans,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Fais-moi un exposé sur un grand personnage de la Guerre du Mali,recherche
J’aimerais un quiz sur la Guerre de la Ligue d'Augsbourg,quizz
Je veux un résumé sur la Guerre de Trente Ans,résumé
Test mes connaissances sur la Guerre civile éthiopienne,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Génère un quizz sur la Guerre du Vietnam,quizz
Quand a commencé la Guerre civile mozambicaine ?,recherche
Je veux un quizz sur la Guerre de Sécession,quizz
Génère un quizz sur Première la Guerre mondiale,quizz
Peux-tu me faire un quizz sur la Guerre d'Irak ?,quizz
J’aimerais un quiz sur la Guerre Iran-Irak,quizz
Fais-moi une synthèse sur la Guerre de Sécession,résumé
Quels sont les événements majeurs de la Guerre franco-prussienne ?,recherche
Donne-moi un résumé de la Guerre civile sud-soudanaise,résumé
Donne-moi un résumé de la Guerre de Corée,résumé
Donne-moi un résumé de la Guerre du Mali,résumé
Quelles sont les causes de les Guerres de la Révolution française ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels pays étaient impliqués dans la Guerre du Donbass ?,recherche
Explique-moi une bataille célèbre liée à la Guerre des Boers,recherche
Génère un quizz sur la Guerre de Bosnie,quizz
Je veux un résumé sur la Guerre civile russe,résumé
Pose-moi des questions sur la Guerre de la Quadruple-Alliance,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi un quizz sur la Guerre du Tigré,quizz
Génère un quizz sur la Guerre civile syrienne,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi une synthèse sur la Guerre du Tigré,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Test mes connaissances sur la Guerre du Golfe,quizz
Pose-moi des questions sur la Guerre civile yéménite,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux un résumé sur la Guerre civile libérienne,résumé
Pose-moi des questions sur la Guerre de Sécession,quizz
Je veux un résumé sur la Guerre civile syrienne,résumé
Fais-moi un quizz sur la Guerre de Trente Ans,quizz
Quels pays étaient impliqués dans la Guerre de Succession d'Autriche ?,recherche
Fais-moi un résumé sur la Guerre d'Irak,résumé
Je veux un résumé sur la Guerre de Crimée,résumé
Je veux une fiche de révision sur la Guerre civile syrienne,résumé
Donne-moi un résumé de Seconde Guerre mondiale,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Fais-moi une synthèse sur la Guerre de la Quadruple-Alliance,résumé
Je veux un résumé sur la Guerre de Corée,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Quels sont les personnages célèbres de les Guerres de la Révolution française ?,recherche
Explique-moi en bref la Guerre de Sept Ans,résumé
Peux-tu me faire un quizz sur la Guerre d'Algérie ?,quizz
Fais-moi une synthèse sur la Guerre du Kosovo,résumé
J’aimerais un quiz sur la Guerre civile syrienne,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais un quiz sur la Guerre de Succession de Pologne,quizz
Fais-moi un résumé sur la Guerre civile angolaise,résumé
Je veux une fiche de révision sur la Guerre d'indépendance irlandaise,résumé
Génère un quizz sur la Guerre civile sierra-léonaise,quizz
Quels sont les faits marquants de la Guerre de Succession de Pologne ?,recherche
Je veux un résumé sur la Guerre de Succession de Pologne,résumé
Génère un quizz sur la Guerre civile angolaise,quizz
J’aimerais un quiz sur la Guerre civile éthiopienne,quizz
J’aimerais un quiz sur la Guerre d'indépendance grecque,quizz
Pose-moi des questions sur la Guerre des Boers,quizz
Donne-moi un résumé de la Guerre civile mozambicaine,résumé
Explique-moi en bref les Guerres de la Révolution française,résumé
Fais-moi un quizz sur la Guerre d'indépendance grecque,quizz
Explique-moi en bref la Guerre de 1812,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi des informations sur la Guerre du Donbass,recherche
Explique-moi ce qu'était la Guerre de Succession de Pologne,recherche
Je veux une fiche de révision sur la Guerre civile libyenne,résumé
Explique-moi en bref la Guerre civile russe,résumé
Quels sont les événements majeurs de la Guerre civile chinoise ?,recherche
Je veux une fiche de révision sur la Guerre du Vietnam,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les événements clés de la Guerre du Golfe ?,recherche
Fais-moi une synthèse sur la Guerre de Sécession,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Explique-moi en bref la Guerre du Haut-Karabagh,résumé
Je veux un quizz sur la Guerre de la Ligue de Cambrai,quizz
Génère un quizz sur la Guerre d'Espagne,quizz
Explique-moi en bref Première la Guerre mondiale,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Raconte-moi une anecdote sur la Guerre du Kosovo,recherche
J’aimerais un quiz sur la Guerre de la Ligue de Cambrai,quizz
Pose-moi des questions sur la Guerre du Kosovo,quizz
Je veux un résumé sur la Guerre du Haut-Karabagh,résumé
Je veux une fiche de révision sur la Guerre de Succession de Pologne,résumé
Dis-moi tout ce que tu sais sur la Guerre civile sud-soudanaise,recherche
Je veux un résumé sur la Guerre de la Quadruple-Alliance,résumé
Je veux un résumé sur la Guerre du Mali,résumé
Quels sont les personnages célèbres de la Guerre de Corée ?,recherche
Dis-moi tout ce que tu sais sur la Guerre du Tigré,recherche
Raconte-moi en quelques phrases la Guerre de la Quadruple-Alliance,résumé
Quand a eu lieu la Guerre de Hollande ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Je veux un quizz sur la Guerre civile mozambicaine,quizz
Fais-moi un résumé sur la Guerre de Succession d'Autriche,résumé
Je veux un quizz sur la Guerre d'Indépendance des États-Unis,quizz
Explique-moi la Guerre du Mali,recherche
Je veux un quizz sur la Guerre des Boers,quizz
Affiche-moi les réponses du test,quizz_reponses
J’aimerais un quiz sur la Guerre civile sud-soudanaise,quizz
Donne-moi un résumé de Seconde Guerre mondiale,résumé
Explique-moi en bref les Guerres de la Révolution française,résumé
Peux-tu me parler d’un événement marquant de la Guerre d'indépendance grecque ?,recherche
Test mes connaissances sur la Guerre de Trente Ans,quizz
J’aimerais un quiz sur la Guerre de Trente Ans,quizz
Donne-moi un résumé de la Guerre du Yom Kippour,résumé
Parle-moi de la Guerre civile centrafricaine,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi un quizz sur la Guerre de Crimée,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais un quiz sur la Guerre de Succession d'Espagne,quizz
Explique-moi une bataille célèbre liée à la Guerre du Yom Kippour,recherche
Parle-moi de la Guerre civile éthiopienne,recherche
Parle-moi de la Guerre du Golfe,recherche
Affiche-moi les réponses du test,quizz_reponses
J’aimerais un quiz sur la Guerre de la Ligue de Cambrai,quizz
Donne-moi un résumé de la Guerre de la Quadruple-Alliance,résumé
Dis-moi tout ce que tu sais sur la Guerre Iran-Irak,recherche
Explique-moi en bref la Guerre du Tigré,résumé
Pose-moi des questions sur la Guerre d'indépendance irlandaise,quizz
Génère un quizz sur la Guerre du Vietnam,quizz
Je veux une fiche de révision sur la Guerre de la Ligue d'Augsbourg,résumé
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un exposé sur un grand personnage de la Guerre de Crimée,recherche
Fais-moi un quizz sur la Guerre d'indépendance irlandaise,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Explique-moi en bref la Guerre civile éthiopienne,résumé
J’aimerais un quiz sur les Guerres de la Révolution française,quizz
Peux-tu me faire un quizz sur la Guerre de Dévolution ?,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quelles sont les causes de la Guerre du Darfour ?,recherche
Je veux une fiche de révision sur la Guerre civile syrienne,résumé
Que s’est-il passé en les Guerres de la Révolution française ?,recherche
Fais-moi un quizz sur la Guerre civile centrafricaine,quizz
Quels sont les événements clés de la Guerre de la Ligue de Cambrai ?,recherche
Quels sont les événements majeurs de la Guerre de Sécession ?,recherche
Donne-moi un résumé de la Guerre civile libyenne,résumé
Quand a eu lieu la Guerre du Mali ?,recherche
Donne-moi un résumé de la Guerre civile russe,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un quizz sur la Guerre de Sécession,quizz
Fais-moi un exposé sur un grand personnage de la Guerre du Tigré,recherche
Je veux une fiche de révision sur la Guerre civile sud-soudanaise,résumé
Peux-tu me faire un quizz sur la Guerre civile chinoise ?,quizz
Quand a eu lieu la Guerre du Vietnam ?,recherche
Parle-moi de la Guerre du Tigré,recherche
Quels sont les personnages célèbres de la Guerre de Hollande ?,recherche
Fais-moi un résumé sur la Guerre d'Afghanistan,résumé
Affiche-moi les réponses du test,quizz_reponses
Quand a commencé la Guerre civile éthiopienne ?,recherche
Pose-moi des questions sur la Guerre civile angolaise,quizz
Explique-moi la Guerre civile angolaise,recherche
Fais-moi un résumé sur la Guerre de Hollande,résumé
Pose-moi des questions sur la Guerre de la Ligue d'Augsbourg,quizz
Je veux un résumé sur la Guerre d'Algérie,résumé
Quels sont les événements de la Guerre du Yom Kippour ?,recherche
J’aimerais un quiz sur la Guerre de 1812,quizz
J’aimerais un quiz sur Seconde Guerre mondiale,quizz
Peux-tu me parler d’un événement marquant de la Guerre de la Quadruple-Alliance ?,recherche
Raconte-moi en quelques phrases la Guerre civile russe,résumé
Quels sont les événements de la Guerre civile yéménite ?,recherche
